WP_000002996.1	WP_006284182.1	56.410	234	9.52e-89	259
WP_000003934.1	WP_003856000.1	58.794	398	3.53e-168	473
WP_000004139.1	WP_011015126.1	23.276	116	5.95e-06	41.6
WP_000005012.1	WP_003857431.1	50.000	236	3.28e-82	243
WP_000005012.1	WP_003858826.1	41.833	251	8.26e-73	219
WP_000005012.1	WP_003854632.1	40.650	246	9.05e-56	179
WP_000005012.1	WP_011013642.1	33.613	238	1.44e-39	137
WP_000005012.1	WP_003860245.1	37.089	213	6.64e-39	133
WP_000005012.1	WP_011013931.1	38.813	219	7.14e-39	131
WP_000005012.1	WP_011015221.1	35.317	252	8.00e-39	132
WP_000005012.1	WP_003858089.1	36.275	204	8.12e-38	129
WP_000005012.1	WP_011013479.1	35.772	246	2.47e-37	130
WP_000005012.1	WP_003855103.1	34.375	224	3.04e-37	127
WP_000005012.1	WP_011014379.1	40.376	213	9.76e-36	125
WP_000005012.1	WP_011014327.1	35.246	244	1.31e-35	127
WP_000005012.1	WP_011015140.1	32.189	233	2.62e-35	126
WP_000005012.1	WP_011014450.1	34.259	216	2.94e-35	125
WP_000005012.1	WP_011014850.1	34.978	223	4.02e-34	121
WP_000005012.1	WP_011013851.1	35.211	213	2.45e-33	120
WP_000005012.1	WP_011015284.1	33.036	224	4.31e-33	118
WP_000005012.1	WP_011015040.1	29.098	244	1.48e-32	120
WP_000005012.1	WP_011015040.1	28.226	248	6.21e-21	87.8
WP_000005012.1	WP_011013996.1	32.420	219	1.95e-32	117
WP_000005012.1	WP_011014492.1	33.621	232	4.23e-32	115
WP_000005012.1	WP_011014212.1	34.742	213	5.61e-32	114
WP_000005012.1	WP_003857536.1	36.190	210	7.62e-32	113
WP_000005012.1	WP_011013783.1	35.885	209	1.11e-30	110
WP_000005012.1	WP_011014807.1	29.183	257	2.40e-30	115
WP_000005012.1	WP_011014807.1	27.652	264	1.75e-22	92.4
WP_000005012.1	WP_011013985.1	33.190	232	3.18e-30	109
WP_000005012.1	WP_011015118.1	30.870	230	4.51e-30	114
WP_000005012.1	WP_011015118.1	30.451	266	1.07e-27	107
WP_000005012.1	WP_011013802.1	34.335	233	5.30e-28	104
WP_000005012.1	WP_011265986.1	30.242	248	6.74e-28	108
WP_000005012.1	WP_011013338.1	30.962	239	7.15e-28	103
WP_000005012.1	WP_003856445.1	30.350	257	4.80e-27	102
WP_000005012.1	WP_011014374.1	31.863	204	7.51e-26	98.6
WP_000005012.1	WP_011013984.1	29.915	234	9.47e-26	98.2
WP_000005012.1	WP_003861735.1	24.597	248	6.77e-25	96.7
WP_000005012.1	WP_003856990.1	30.126	239	3.90e-24	94.4
WP_000005012.1	WP_011014139.1	31.169	231	5.47e-24	97.1
WP_000005012.1	WP_011014139.1	23.474	213	3.98e-13	65.1
WP_000005012.1	WP_011013333.1	30.000	220	5.67e-24	93.6
WP_000005012.1	WP_011013698.1	28.947	228	1.75e-23	92.4
WP_000005012.1	WP_011015345.1	28.972	214	4.72e-23	92.0
WP_000005012.1	WP_011014233.1	28.251	223	1.42e-22	92.8
WP_000005012.1	WP_011014233.1	25.620	242	4.94e-15	70.5
WP_000005012.1	WP_011013906.1	28.879	232	6.10e-22	88.2
WP_000005012.1	WP_003862124.1	32.174	230	9.42e-22	90.1
WP_000005012.1	WP_003862124.1	31.336	217	7.44e-18	78.6
WP_000005012.1	WP_011013807.1	27.556	225	4.73e-21	85.9
WP_000005012.1	WP_011013712.1	28.708	209	1.40e-20	87.0
WP_000005012.1	WP_011013712.1	29.004	231	3.39e-18	80.1
WP_000005012.1	WP_011015261.1	30.882	204	5.18e-20	82.4
WP_000005012.1	WP_011014216.1	27.602	221	6.24e-20	83.2
WP_000005012.1	WP_011265940.1	29.237	236	1.50e-19	81.6
WP_000005012.1	WP_004567959.1	26.457	223	3.86e-19	81.3
WP_000005012.1	WP_011014011.1	27.686	242	3.98e-19	82.8
WP_000005012.1	WP_011015020.1	26.515	264	7.13e-19	82.0
WP_000005012.1	WP_011265658.1	30.667	225	3.82e-18	79.7
WP_000005012.1	WP_003856078.1	30.374	214	9.53e-18	76.6
WP_000005012.1	WP_011013622.1	27.626	257	1.51e-17	76.3
WP_000005012.1	WP_011014785.1	29.778	225	2.67e-17	75.1
WP_000005012.1	WP_011013968.1	27.059	255	6.85e-17	76.3
WP_000005012.1	WP_011013968.1	25.316	237	2.44e-12	62.8
WP_000005012.1	WP_011014012.1	26.582	237	1.53e-16	75.1
WP_000005012.1	WP_011014362.1	29.004	231	2.39e-16	74.7
WP_000005012.1	WP_011014443.1	30.093	216	1.74e-15	72.0
WP_000005012.1	WP_011014443.1	23.361	244	1.84e-08	50.8
WP_000005012.1	WP_011013331.1	27.149	221	1.50e-14	67.4
WP_000005012.1	WP_011015133.1	26.639	244	1.95e-14	68.9
WP_000005012.1	WP_011015133.1	26.244	221	9.99e-11	57.8
WP_000005012.1	WP_011265869.1	30.594	219	1.09e-13	66.6
WP_000005012.1	WP_011014424.1	25.792	221	3.91e-13	65.1
WP_000005012.1	WP_011014540.1	25.373	201	1.61e-12	61.2
WP_000005012.1	WP_011013466.1	24.038	208	3.25e-12	61.2
WP_000005012.1	WP_011014910.1	30.808	198	1.61e-11	60.1
WP_000005012.1	WP_011014910.1	23.372	261	1.92e-08	50.8
WP_000005012.1	WP_011265694.1	26.214	206	8.50e-10	55.1
WP_000005012.1	WP_011014865.1	33.168	202	1.53e-09	54.3
WP_000005012.1	WP_011014351.1	22.979	235	2.37e-08	50.4
WP_000005012.1	WP_011014089.1	26.471	204	6.00e-08	49.3
WP_000005012.1	WP_020948580.1	36.508	63	4.06e-07	47.0
WP_000008792.1	WP_011014176.1	28.007	557	2.94e-67	229
WP_000008792.1	WP_011015537.1	28.831	496	9.04e-64	219
WP_000008792.1	WP_011013619.1	27.919	591	5.15e-52	189
WP_000008792.1	WP_011013685.1	23.036	560	9.72e-43	160
WP_000008792.1	WP_011015526.1	23.140	605	2.39e-37	145
WP_000008792.1	WP_011013648.1	20.736	516	5.56e-21	94.4
WP_000008792.1	WP_011014439.1	27.397	146	1.67e-08	54.3
WP_000009144.1	WP_011265442.1	29.412	255	1.06e-24	99.4
WP_000010163.1	WP_003860060.1	41.456	316	2.00e-83	251
WP_000011009.1	WP_011014161.1	35.854	357	2.05e-72	238
WP_000011009.1	WP_011013876.1	34.091	352	1.21e-62	205
WP_000011009.1	WP_003856236.1	31.694	366	2.93e-52	179
WP_000011009.1	WP_011014290.1	23.127	307	1.49e-08	53.1
WP_000011009.1	WP_011013853.1	26.752	157	5.75e-07	48.5
WP_000011310.1	WP_003862248.1	26.367	311	4.22e-19	82.4
WP_000011793.1	WP_011015573.1	46.971	941	0.0	827
WP_000011793.1	WP_011015075.1	32.620	187	9.63e-16	78.2
WP_000011793.1	WP_011014916.1	26.977	215	2.06e-11	63.9
WP_000011793.1	WP_011013952.1	34.211	114	9.40e-08	52.0
WP_000013542.1	WP_003854317.1	55.429	175	5.02e-71	210
WP_000018264.1	WP_011013928.1	27.177	379	3.18e-18	83.6
WP_000022268.1	WP_003858089.1	52.212	226	6.32e-82	241
WP_000022268.1	WP_003854632.1	37.991	229	1.12e-49	162
WP_000022268.1	WP_003855103.1	36.681	229	4.66e-47	152
WP_000022268.1	WP_003858826.1	35.841	226	1.08e-44	147
WP_000022268.1	WP_003857431.1	32.110	218	4.90e-41	137
WP_000022268.1	WP_011014379.1	34.071	226	8.09e-40	134
WP_000022268.1	WP_003860245.1	35.266	207	1.51e-39	134
WP_000022268.1	WP_011013642.1	33.486	218	1.41e-37	130
WP_000022268.1	WP_011013931.1	34.703	219	8.78e-35	120
WP_000022268.1	WP_011015140.1	30.909	220	8.71e-33	119
WP_000022268.1	WP_011013783.1	30.870	230	9.40e-33	115
WP_000022268.1	WP_011013851.1	31.364	220	1.88e-31	114
WP_000022268.1	WP_011014327.1	34.101	217	6.82e-31	114
WP_000022268.1	WP_003857536.1	33.014	209	2.16e-29	106
WP_000022268.1	WP_011014807.1	31.739	230	1.98e-28	108
WP_000022268.1	WP_011014807.1	31.197	234	2.89e-22	91.3
WP_000022268.1	WP_011013479.1	30.986	213	3.20e-28	105
WP_000022268.1	WP_011265986.1	31.513	238	1.45e-26	103
WP_000022268.1	WP_011015040.1	32.203	236	2.40e-26	102
WP_000022268.1	WP_011015040.1	30.769	208	1.97e-20	85.9
WP_000022268.1	WP_011015020.1	32.444	225	2.71e-26	102
WP_000022268.1	WP_011014212.1	28.856	201	5.00e-26	98.2
WP_000022268.1	WP_003856445.1	28.512	242	1.20e-25	97.8
WP_000022268.1	WP_011014139.1	30.332	211	4.37e-23	94.0
WP_000022268.1	WP_011014139.1	31.707	205	1.29e-16	75.1
